time,cycle,state,led1,led2,led3
609,72,0,0,0,0
610,73,0,0,0,0
611,73,0,0,0,0
612,73,0,0,0,0
613,73,0,0,0,0
614,73,0,0,0,0
615,73,0,0,0,0
616,73,0,0,0,0
617,73,0,0,0,0
618,74,0,0,0,0
619,74,0,0,0,0
620,74,0,0,0,0
621,74,0,0,0,0
622,74,0,0,0,0
623,74,0,0,0,0
624,74,0,0,0,0
625,74,0,0,0,0
626,75,0,0,0,0
627,75,0,0,0,0
628,75,0,0,0,0
629,75,0,0,0,0
630,75,0,0,0,0
631,75,0,0,0,0
632,75,0,0,0,0
633,75,0,0,0,0
634,75,0,0,0,0
635,76,0,0,0,0
636,76,0,0,0,0
637,76,0,0,0,0
638,76,0,0,0,0
639,76,0,0,0,0
640,76,0,0,0,0
641,76,0,0,0,0
642,76,0,0,0,0
643,77,0,0,0,0
644,77,0,0,0,0
645,77,0,0,0,0
646,77,0,0,0,0
647,77,0,0,0,0
648,77,0,0,0,0
649,77,0,0,0,0
650,77,0,0,0,0
651,78,0,0,0,0
652,78,0,0,0,0
653,78,0,0,0,0
654,78,0,0,0,0
655,78,0,0,0,0
656,78,0,0,0,0
657,78,0,0,0,0
658,78,0,0,0,0
659,78,0,0,0,0
660,79,0,0,0,0
661,79,0,0,0,0
662,79,0,0,0,0
663,79,0,0,0,0
664,79,0,0,0,0
665,79,0,0,0,0
666,79,0,0,0,0
667,79,0,0,0,0
668,80,0,0,0,0
669,80,0,0,0,0
670,80,0,0,0,0
671,80,0,0,0,0
672,80,0,0,0,0
673,80,0,0,0,0
674,80,0,0,0,0
675,80,0,0,0,0
676,81,0,0,0,0
677,81,0,0,0,0
678,81,0,0,0,0
679,81,0,0,0,0
680,81,0,0,0,0
681,81,0,0,0,0
682,81,0,0,0,0
683,81,0,0,0,0
684,81,0,0,0,0
685,82,0,0,0,0
686,82,0,0,0,0
687,82,0,0,0,0
688,82,0,0,0,0
689,82,0,0,0,0
690,82,0,0,0,0
691,82,0,0,0,0
692,82,0,0,0,0
693,83,0,0,0,0
694,83,0,0,0,0
695,83,0,0,0,0
696,83,0,0,0,0
697,83,0,0,0,0
698,83,0,0,0,0
699,83,0,0,0,0
700,83,0,0,0,0
701,84,0,0,0,0
702,84,0,0,0,0
703,84,0,0,0,0
704,84,0,0,0,0
705,84,0,0,0,0
706,84,0,0,0,0
707,84,0,0,0,0
708,84,0,0,0,0
709,84,0,0,0,0
710,85,0,0,0,0
711,85,0,0,0,0
712,85,0,0,0,0
713,85,0,0,0,0
714,85,0,0,0,0
715,85,0,0,0,0
716,85,0,0,0,0
717,85,0,0,0,0
718,86,0,0,0,0
719,86,0,0,0,0
720,86,0,0,0,0
721,86,0,0,0,0
722,86,0,0,0,0
723,86,0,0,0,0
724,86,0,0,0,0
725,86,0,0,0,0
726,87,0,0,0,0
727,87,0,0,0,0
728,87,0,0,0,0
729,87,0,0,0,0
730,87,0,0,0,0
731,87,0,0,0,0
732,87,0,0,0,0
733,87,0,0,0,0
734,87,0,0,0,0
735,88,0,0,0,0
736,88,0,0,0,0
737,88,0,0,0,0
738,88,0,0,0,0
739,88,0,0,0,0
740,88,0,0,0,0
741,88,0,0,0,0
742,88,0,0,0,0
743,89,0,0,0,0
744,89,0,0,0,0
745,89,0,0,0,0
746,89,0,0,0,0
747,89,0,0,0,0
748,89,0,0,0,0
749,89,0,0,0,0
750,89,0,0,0,0
751,90,0,0,0,0
752,90,0,0,0,0
753,90,0,0,0,0
754,90,0,0,0,0
755,90,0,0,0,0
756,90,0,0,0,0
757,90,0,0,0,0
758,90,0,0,0,0
759,90,0,0,0,0
760,91,0,0,0,0
761,91,0,0,0,0
762,91,0,0,0,0
763,91,0,0,0,0
764,91,0,0,0,0
765,91,0,0,0,0
766,91,0,0,0,0
767,91,0,0,0,0
768,92,0,0,0,0
769,92,0,0,0,0
770,92,0,0,0,0
771,92,0,0,0,0
772,92,0,0,0,0
773,92,0,0,0,0
774,92,0,0,0,0
775,92,0,0,0,0
776,93,0,0,0,0
777,93,0,0,0,0
778,93,0,0,0,0
779,93,0,0,0,0
780,93,0,0,0,0
781,93,0,0,0,0
782,93,0,0,0,0
783,93,0,0,0,0
784,93,0,0,0,0
785,94,0,0,0,0
786,94,0,0,0,0
787,94,0,0,0,0
788,94,0,0,0,0
789,94,0,0,0,0
790,94,0,0,0,0
791,94,0,0,0,0
792,94,0,0,0,0
793,95,0,0,0,0
794,95,0,0,0,0
795,95,0,0,0,0
796,95,0,0,0,0
797,95,0,0,0,0
798,95,0,0,0,0
799,95,0,0,0,0
800,95,0,0,0,0
801,96,0,0,0,0
802,96,0,0,0,0
803,96,0,0,0,0
804,96,0,0,0,0
805,96,0,0,0,0
806,96,0,0,0,0
807,96,0,0,0,0
808,96,0,0,0,0
809,96,0,0,0,0
810,97,0,0,0,0
811,97,0,0,0,0
812,97,0,0,0,0
813,97,0,0,0,0
814,97,0,0,0,0
815,97,0,0,0,0
816,97,0,0,0,0
817,97,0,0,0,0
818,98,0,0,0,0
819,98,0,0,0,0
820,98,0,0,0,0
821,98,0,0,0,0
822,98,0,0,0,0
823,98,0,0,0,0
824,98,0,0,0,0
825,98,0,0,0,0
826,99,0,0,0,0
827,99,0,0,0,0
828,99,0,0,0,0
829,99,0,0,0,0
830,99,0,0,0,0
831,99,0,0,0,0
832,99,0,0,0,0
833,99,0,0,0,0
834,99,0,0,0,0
835,100,0,0,0,0
836,100,0,0,0,0
837,100,0,0,0,0
838,100,0,0,0,0
839,100,0,0,0,0
840,100,0,0,0,0
841,100,0,0,0,0
842,100,0,0,0,0
843,101,0,0,0,0
844,101,0,0,0,0
845,101,0,0,0,0
846,101,0,0,0,0
847,101,0,0,0,0
848,101,0,0,0,0
849,101,0,0,0,0
850,101,0,0,0,0
851,102,0,0,0,0
852,102,0,0,0,0
853,102,0,0,0,0
854,102,0,0,0,0
855,102,0,0,0,0
856,102,0,0,0,0
857,102,0,0,0,0
858,102,0,0,0,0
859,102,0,0,0,0
860,103,0,0,0,0
861,103,0,0,0,0
862,103,0,0,0,0
863,103,0,0,0,0
864,103,0,0,0,0
865,103,0,0,0,0
866,103,0,0,0,0
867,103,0,0,0,0
868,104,0,0,0,0
869,104,0,0,0,0
870,104,0,0,0,0
871,104,0,0,0,0
872,104,0,0,0,0
873,104,0,0,0,0
874,104,0,0,0,0
875,104,0,0,0,0
876,105,0,0,0,0
877,105,0,0,0,0
878,105,0,0,0,0
879,105,0,0,0,0
880,105,0,0,0,0
881,105,0,0,0,0
882,105,0,0,0,0
883,105,0,0,0,0
884,105,0,0,0,0
885,106,0,0,0,0
886,106,0,0,0,0
887,106,0,0,0,0
888,106,0,0,0,0
889,106,0,0,0,0
890,106,0,0,0,0
891,106,0,0,0,0
892,106,0,0,0,0
893,107,0,0,0,0
894,107,0,0,0,0
895,107,0,0,0,0
896,107,0,0,0,0
897,107,0,0,0,0
898,107,0,0,0,0
899,107,0,0,0,0
900,107,0,0,0,0
901,108,0,0,0,0
902,108,0,0,0,0
903,108,0,0,0,0
904,108,0,0,0,0
905,108,0,0,0,0
906,108,0,0,0,0
907,108,0,0,0,0
908,108,0,0,0,0
909,108,0,0,0,0
910,109,0,0,0,0
911,109,0,0,0,0
912,109,0,0,0,0
913,109,0,0,0,0
914,109,0,0,0,0
915,109,0,0,0,0
916,109,0,0,0,0
917,109,0,0,0,0
918,110,0,0,0,0
919,110,0,0,0,0
920,110,0,0,0,0
921,110,0,0,0,0
922,110,0,0,0,0
923,110,0,0,0,0
924,110,0,0,0,0
925,110,0,0,0,0
926,111,0,0,0,0
927,111,0,0,0,0
928,111,0,0,0,0
929,111,0,0,0,0
930,111,0,0,0,0
931,111,0,0,0,0
932,111,0,0,0,0
933,111,0,0,0,0
934,111,0,0,0,0
935,112,0,0,0,0
936,112,0,0,0,0
937,112,0,0,0,0
938,112,0,0,0,0
939,112,0,0,0,0
940,112,0,0,0,0
941,112,0,0,0,0
942,112,0,0,0,0
943,113,0,0,0,0
944,113,0,0,0,0
945,113,0,0,0,0
946,113,0,0,0,0
947,113,0,0,0,0
948,113,0,0,0,0
949,113,0,0,0,0
950,113,0,0,0,0
951,114,0,0,0,0
952,114,0,0,0,0
953,114,0,0,0,0
954,114,0,0,0,0
955,114,0,0,0,0
956,114,0,0,0,0
957,114,0,0,0,0
958,114,0,0,0,0
959,114,0,0,0,0
960,115,0,0,0,0
961,115,0,0,0,0
962,115,0,0,0,0
963,115,0,0,0,0
964,115,0,0,0,0
965,115,0,0,0,0
966,115,0,0,0,0
967,115,0,0,0,0
968,116,0,0,0,0
969,116,0,0,0,0
970,116,0,0,0,0
971,116,0,0,0,0
972,116,0,0,0,0
973,116,0,0,0,0
974,116,0,0,0,0
975,116,0,0,0,0
976,117,0,0,0,0
977,117,0,0,0,0
978,117,0,0,0,0
979,117,0,0,0,0
980,117,0,0,0,0
981,117,0,0,0,0
982,117,0,0,0,0
983,117,0,0,0,0
984,117,0,0,0,0
985,118,0,0,0,0
986,118,0,0,0,0
987,118,0,0,0,0
988,118,0,0,0,0
989,118,0,0,0,0
990,118,0,0,0,0
991,118,0,0,0,0
992,118,0,0,0,0
993,119,0,0,0,0
994,119,0,0,0,0
995,119,0,0,0,0
996,119,0,0,0,0
997,119,0,0,0,0
998,119,0,0,0,0
999,119,0,0,0,0
1000,119,0,0,0,0
1001,120,0,0,0,0
1002,120,0,0,0,0
1003,120,0,0,0,0
1004,120,0,0,0,0
1005,120,0,0,0,0
1006,120,0,0,0,0
1007,120,0,0,0,0
1008,120,0,0,0,0
1009,120,0,0,0,0
1010,121,0,0,0,0
1011,121,0,0,0,0
1012,121,0,0,0,0
1013,121,0,0,0,0
1014,121,0,0,0,0
1015,121,0,0,0,0
1016,121,0,0,0,0
1017,121,0,0,0,0
1018,122,0,0,0,0
1019,122,0,0,0,0
1020,122,0,0,0,0
1021,122,0,0,0,0
1022,122,0,0,0,0
1023,122,0,0,0,0
1024,122,0,0,0,0
1025,122,0,0,0,0
1026,123,0,0,0,0
1027,123,0,0,0,0
1028,123,0,0,0,0
1029,123,0,0,0,0
1030,123,0,0,0,0
1031,123,0,0,0,0
1032,123,0,0,0,0
1033,123,0,0,0,0
1034,123,0,0,0,0
1035,124,0,0,0,0
1036,124,0,0,0,0
1037,124,0,0,0,0
1038,124,0,0,0,0
1039,124,0,0,0,0
1040,124,0,0,0,0
1041,124,0,0,0,0
1042,124,0,0,0,0
1043,125,0,0,0,0
1044,125,0,0,0,0
1045,125,0,0,0,0
1046,125,0,0,0,0
1047,125,0,0,0,0
1048,125,0,0,0,0
1049,125,0,0,0,0
1050,125,0,0,0,0
1051,126,0,0,0,0
1052,126,0,0,0,0
1053,126,0,0,0,0
1054,126,0,0,0,0
1055,126,0,0,0,0
1056,126,0,0,0,0
1057,126,0,0,0,0
1058,126,0,0,0,0
1059,126,0,0,0,0
1060,127,0,0,0,0
1061,127,0,0,0,0
1062,127,0,0,0,0
1063,127,0,0,0,0
1064,127,0,0,0,0
1065,127,0,0,0,0
1066,127,0,0,0,0
1067,127,0,0,0,0
1068,128,0,0,0,0
1069,128,0,0,0,0
1070,128,0,0,0,0
1071,128,0,0,0,0
1072,128,0,0,0,0
1073,128,0,0,0,0
1074,128,0,0,0,0
1075,128,0,0,0,0
1076,129,0,0,0,0
1077,129,0,0,0,0
1078,129,0,0,0,0
1079,129,0,0,0,0
1080,129,0,0,0,0
1081,129,0,0,0,0
1082,129,0,0,0,0
1083,129,0,0,0,0
1084,129,0,0,0,0
1085,130,0,0,0,0
1086,130,0,0,0,0
1087,130,0,0,0,0
1088,130,0,0,0,0
1089,130,0,0,0,0
1090,130,0,0,0,0
1091,130,0,0,0,0
1092,130,0,0,0,0
1093,131,0,0,0,0
1094,131,0,0,0,0
1095,131,0,0,0,0
1096,131,0,0,0,0
1097,131,0,0,0,0
1098,131,0,0,0,0
1099,131,0,0,0,0
1100,131,0,0,0,0
1101,132,0,0,0,0
1102,132,0,0,0,0
1103,132,0,0,0,0
1104,132,0,0,0,0
1105,132,0,0,0,0
1106,132,0,0,0,0
1107,132,0,0,0,0
1108,132,0,0,0,0
1109,132,0,0,0,0
1110,133,0,0,0,0
1111,133,0,0,0,0
1112,133,0,0,0,0
1113,133,0,0,0,0
1114,133,0,0,0,0
1115,133,0,0,0,0
1116,133,0,0,0,0
1117,133,0,0,0,0
1118,134,0,0,0,0
1119,134,0,0,0,0
1120,134,0,0,0,0
1121,134,0,0,0,0
1122,134,0,0,0,0
1123,134,0,0,0,0
1124,134,0,0,0,0
1125,134,0,0,0,0
1126,135,0,0,0,0
1127,135,0,0,0,0
1128,135,0,0,0,0
1129,135,0,0,0,0
1130,135,0,0,0,0
1131,135,0,0,0,0
1132,135,0,0,0,0
1133,135,0,0,0,0
1134,135,0,0,0,0
1135,136,0,0,0,0
1136,136,0,0,0,0
1137,136,0,0,0,0
1138,136,0,0,0,0
1139,136,0,0,0,0
1140,136,0,0,0,0
1141,136,0,0,0,0
1142,136,0,0,0,0
1143,137,0,0,0,0
1144,137,0,0,0,0
1145,137,0,0,0,0
1146,137,0,0,0,0
1147,137,0,0,0,0
1148,137,0,0,0,0
1149,137,0,0,0,0
1150,137,0,0,0,0
1151,138,0,0,0,0
